fecha_ingreso,anio,mes,estado,proveedor_top,nombre_comercial,tipo_servicio,problema_clasificado,motivo_reclamacion,estado_procesal,resuelta,monto_reclamado,monto_recuperado,porcentaje_recuperado,dias_resolucion
2022-01-03,2022,1,Aguascalientes,IZZI,IZZI,TV,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,CONCILIADA,True,0.0,0.0,0.0,17.0
2022-01-03,2022,1,Aguascalientes,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",PRODUCTO O SERVICIO EQUIVOCADO,CONCILIADA,True,0.0,0.0,0.0,31.0
2022-01-03,2022,1,Aguascalientes,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,37.0
2022-01-05,2022,1,Aguascalientes,OTROS,SKY,Internet,"Entrega, Cambios y Garantías",NEGATIVA A LA DEVOLUCION DE DEPOSITO,CONCILIADA,True,899.0,1798.0,2.0,71.0
2022-01-20,2022,1,Aguascalientes,OTROS,ZTE,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,0.0,0.0,0.0,75.0
2022-01-20,2022,1,Aguascalientes,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,0.0,0.0,0.0,75.0
2022-01-21,2022,1,Aguascalientes,OTROS,SAMSUNG,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,0.0,0.0,0.0,96.0
2022-01-21,2022,1,Aguascalientes,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,0.0,0.0,0.0,96.0
2022-01-24,2022,1,Aguascalientes,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,94.0
2022-01-27,2022,1,Aguascalientes,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,747.69,0.0,99.0
2022-01-28,2022,1,Aguascalientes,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,75.0
2022-01-12,2022,1,Baja California,TELMEX,TELMEX,Telefonía Fija,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,12.0
2022-01-25,2022,1,Baja California,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,16.0
2022-01-26,2022,1,Baja California Sur,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,264.0,264.0,1.0,142.0
2022-01-26,2022,1,Baja California Sur,OTROS,DISH,TV,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,264.0,264.0,1.0,142.0
2022-01-10,2022,1,Campeche,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,101.0
2022-01-12,2022,1,Campeche,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,0.0,0.0,0.0,112.0
2022-01-12,2022,1,Campeche,OTROS,MACROCEL,Telefonía Móvil,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,CONCILIADA,True,1874.0,1874.0,1.0,141.0
2022-01-14,2022,1,Campeche,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,0.0,0.0,88.0
2022-01-17,2022,1,Campeche,OTROS,MACROCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,1060.54,1060.54,1.0,28.0
2022-01-18,2022,1,Campeche,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,29.0
2022-01-19,2022,1,Campeche,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,1139.87,0.0,0.0,70.0
2022-01-20,2022,1,Campeche,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,367.53,367.53,1.0,29.0
2022-01-25,2022,1,Campeche,OTROS,TELECABLE,TV,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,DESISTIMIENTO,False,0.0,0.0,0.0,86.0
2022-01-27,2022,1,Campeche,OTROS,ALCATEL,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFECTOS DE FABRICACION,CONCILIADA,True,1703.0,1703.0,1.0,69.0
2022-01-06,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,50.0,0.0,49.0
2022-01-11,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,POR ALTERACION DE PRECIO O TARIFA MAXIMO U OFICIAL,DESISTIMIENTO,False,0.0,0.0,0.0,100.0
2022-01-11,2022,1,Ciudad de México,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,142.0
2022-01-12,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,119.0
2022-01-13,2022,1,Ciudad de México,OTROS,SKY,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,119.0
2022-01-24,2022,1,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,389.0,0.0,115.0
2022-01-26,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,1299.0,1299.0,1.0,117.0
2022-01-27,2022,1,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,55.0
2022-01-28,2022,1,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,116.0
2022-01-27,2022,1,Chihuahua,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,NO CONCILIADA,True,0.0,0.0,0.0,152.0
2022-01-07,2022,1,Chihuahua,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,NO CONCILIADA,True,0.0,0.0,0.0,103.0
2022-01-18,2022,1,Chihuahua,OTROS,ALCATEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,NO CONCILIADA,True,0.0,0.0,0.0,59.0
2022-01-18,2022,1,Chihuahua,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,NO CONCILIADA,True,0.0,0.0,0.0,59.0
2022-01-19,2022,1,Chihuahua,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,114.0
2022-01-26,2022,1,Chihuahua,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,28.0
2022-01-26,2022,1,Chihuahua,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,NO CONCILIADA,True,0.0,0.0,0.0,98.0
2022-01-26,2022,1,Chihuahua,OTROS,SAMSUNG,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,NO CONCILIADA,True,0.0,0.0,0.0,98.0
2022-01-10,2022,1,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,214.83,214.83,1.0,58.0
2022-01-11,2022,1,Chiapas,TOTALPLAY,TOTALPLAY,TV,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,CONCILIADA,True,579.0,579.0,1.0,136.0
2022-01-12,2022,1,Chiapas,OTROS,SKY,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,1900.0,0.0,0.0,58.0
2022-01-12,2022,1,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,1840.0,1840.0,1.0,61.0
2022-01-12,2022,1,Chiapas,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,NO CONCILIADA,True,200.0,0.0,0.0,58.0
2022-01-13,2022,1,Chiapas,OTROS,DISH,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,527.0,527.0,1.0,27.0
2022-01-13,2022,1,Chiapas,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,NO CONCILIADA,True,945.0,0.0,0.0,102.0
2022-01-25,2022,1,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,1587.0,1587.0,1.0,23.0
2022-01-27,2022,1,Chiapas,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,2262.0,0.0,0.0,68.0
2022-01-04,2022,1,Durango,IZZI,IZZI,TV,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,0.0,0.0,0.0,30.0
2022-01-10,2022,1,Durango,MEGACABLE,MEGACABLE,Telefonía Móvil,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,0.0,400.0,0.0,15.0
2022-01-18,2022,1,Durango,TELMEX,TELMEX,Internet,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,272.0,0.0,21.0
2022-01-27,2022,1,Durango,MEGACABLE,MEGACABLE,TV,Información al Consumidor,DESCRIPCION DEL PRODUCTO O SERVICIO-INFO INCOMP,CONCILIADA,True,0.0,0.0,0.0,35.0
2022-01-06,2022,1,Guerrero,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,1459.0,1459.0,1.0,53.0
2022-01-17,2022,1,Guerrero,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,150.0,150.0,1.0,46.0
2022-01-19,2022,1,Guerrero,IZZI,IZZI,TV,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,628.37,628.37,1.0,33.0
2022-01-19,2022,1,Guerrero,OTROS,DISH,TV,"Entrega, Cambios y Garantías",INCUMPLIMIENTO DE PLAZOS,CONCILIADA,True,1376.0,1376.0,1.0,47.0
2022-01-26,2022,1,Guerrero,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,0.0,0.0,47.0
2022-01-27,2022,1,Guerrero,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,494.92,0.0,71.0
2022-01-27,2022,1,Guerrero,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,389.0,389.0,1.0,22.0
2022-01-31,2022,1,Guerrero,OTROS,WALCOM SISTEMAS,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,2274.5,2274.5,1.0,87.0
2022-01-06,2022,1,Guanajuato,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,680.0,680.0,1.0,53.0
2022-01-06,2022,1,Guanajuato,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,39.0
2022-01-07,2022,1,Guanajuato,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,312.0,0.0,69.0
2022-01-11,2022,1,Guanajuato,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,58.0
2022-01-12,2022,1,Guanajuato,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,DESISTIMIENTO,False,0.0,0.0,0.0,55.0
2022-01-12,2022,1,Guanajuato,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,NEGATIVA A BONIFICACION,CONCILIADA,True,215.0,215.0,1.0,36.0
2022-01-13,2022,1,Guanajuato,TOTALPLAY,TOTALPLAY,TV,Facturación y Pagos,NEGATIVA A BONIFICACION,NO CONCILIADA,True,235.0,0.0,0.0,98.0
2022-01-19,2022,1,Guanajuato,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,36.0
2022-01-19,2022,1,Guanajuato,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,110.0,0.0,41.0
2022-01-24,2022,1,Guanajuato,OTROS,SKY,TV,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,2280.0,2280.0,1.0,108.0
2022-01-24,2022,1,Guanajuato,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,46.0
2022-01-25,2022,1,Guanajuato,TOTALPLAY,TOTALPLAY,Internet,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,65.0
2022-01-25,2022,1,Guanajuato,AT&T,AT&T,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,129.0
2022-01-31,2022,1,Guanajuato,TELMEX,TELMEX,Internet,Facturación y Pagos,NEGATIVA A BONIFICACION,CONCILIADA,True,349.0,349.0,1.0,64.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,0.0,0.0,11.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,37.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,0.0,350.0,0.0,36.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,DESISTIMIENTO,False,0.0,0.0,0.0,22.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,NO CONCILIADA,True,0.0,0.0,0.0,63.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,264.0,0.0,31.0
2022-01-03,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,2127.0,0.0,3.0
2022-01-03,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,160.0,0.0,14.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,0.0,0.0,0.0,21.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,DESISTIMIENTO,False,0.0,0.0,0.0,21.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,1299.0,0.0,3.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,0.0,0.0,0.0,57.0
2022-01-03,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,559.0,0.0,3.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,16.0
2022-01-03,2022,1,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,CONCILIADA,True,0.0,650.0,0.0,39.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,50.0,209.38,4.1876,16.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,50.0,124.72,2.4944,16.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,100.0,1299.0,12.99,3.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,100.0,1299.0,12.99,3.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,8.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,0.0,99.0,0.0,8.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,1028.52,0.0,59.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,1299.0,0.0,4.0
2022-01-03,2022,1,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,0.0,0.0,0.0,32.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,IMPROCEDENTE,False,0.0,0.0,0.0,8.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,829.65,0.0,15.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,179.0,179.0,1.0,4.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,27.0,0.0,14.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,3341.43,882.19,0.26401570585048917,9.0
2022-01-03,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,1299.0,0.0,14.0
2022-01-03,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,DESISTIMIENTO,False,499.0,0.0,0.0,22.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,DESISTIMIENTO,False,0.0,0.0,0.0,28.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,27.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",CARGOS AUTOMATICOS,CONCILIADA,True,1392.96,0.0,0.0,42.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,0.0,570.0,0.0,14.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,0.0,730.0,0.0,14.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,IMPROCEDENTE,False,0.0,0.0,0.0,20.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,0.0,0.0,0.0,14.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,400.0,0.0,9.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,NO CONCILIADA,True,279.0,0.0,0.0,29.0
2022-01-04,2022,1,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,1180.0,1180.0,1.0,43.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,NO CONCILIADA,True,200.0,0.0,0.0,15.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,0.0,1540.02,0.0,8.0
2022-01-04,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,1299.0,0.0,3.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,9.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,0.0,1679.97,0.0,9.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,Contratos y Condiciones,MODIFICACION O RECISION SIN AVISO NI AUTORIZACION,CONCILIADA,True,0.0,0.0,0.0,7.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,55.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,2240.0,0.0,15.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,0.0,0.0,0.0,14.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PENALIZACION POR CAUSA IMPUTABLE AL PROVEEDOR,CONCILIADA,True,0.0,0.0,0.0,9.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,390.0,390.0,1.0,6.0
2022-01-04,2022,1,Ciudad de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,1299.0,1299.0,1.0,2.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,0.0,311.18,0.0,22.0
2022-01-04,2022,1,Ciudad de México,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,267.95,0.0,8.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,0.0,0.0,9.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,1592.0,0.0,9.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,399.0,329.0,0.8245614035087719,15.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,100.0,0.0,0.0,7.0
2022-01-04,2022,1,Ciudad de México,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,100.0,0.0,0.0,28.0
2022-01-04,2022,1,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,NO CONCILIADA,True,0.0,0.0,0.0,14.0
