fecha_ingreso,anio,mes,estado,proveedor_top,nombre_comercial,tipo_servicio,problema_clasificado,motivo_reclamacion,estado_procesal,resuelta,monto_reclamado,monto_recuperado,porcentaje_recuperado,dias_resolucion
2022-02-21,2022,2,San Luis Potosí,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,961.0,0.0,43.0
2022-02-21,2022,2,San Luis Potosí,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,0.0,0.0,65.0
2022-02-21,2022,2,San Luis Potosí,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",INCUMPLIMIENTO DE PLAZOS,NO CONCILIADA,True,0.0,0.0,0.0,24.0
2022-02-22,2022,2,San Luis Potosí,TELMEX,TELMEX,Telefonía Fija,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,1348.0,0.0,35.0
2022-02-23,2022,2,San Luis Potosí,OTROS,MOTOROLA,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,2350.0,0.0,0.0,90.0
2022-02-23,2022,2,San Luis Potosí,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,2350.0,0.0,0.0,90.0
2022-02-02,2022,2,Sonora,MEGACABLE,MEGACABLE,Internet,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,DESISTIMIENTO,False,0.0,0.0,0.0,50.0
2022-02-03,2022,2,Sonora,TOTALPLAY,TOTALPLAY,Internet,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,62.0
2022-02-03,2022,2,Sonora,MEGACABLE,MEGACABLE,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,NO CONCILIADA,True,470.0,0.0,0.0,132.0
2022-02-04,2022,2,Sonora,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A CORRECCIONES,CONCILIADA,True,0.0,0.0,0.0,49.0
2022-02-14,2022,2,Sonora,MEGACABLE,MEGACABLE,Internet,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,0.0,0.0,63.0
2022-02-22,2022,2,Sonora,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,62.0
2022-02-23,2022,2,Sonora,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,MODIFICACION O RECISION SIN AVISO NI AUTORIZACION,NO CONCILIADA,True,0.0,0.0,0.0,44.0
2022-02-08,2022,2,Tabasco,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,546.0,546.0,1.0,79.0
2022-02-22,2022,2,Tabasco,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,126.99,126.99,1.0,59.0
2022-02-21,2022,2,Tamaulipas,IZZI,IZZI,TV,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,200.0,980.0,4.9,31.0
2022-02-24,2022,2,Tamaulipas,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",ALTERACION DE INSTRUMENTOS DE MEDICION,NO CONCILIADA,True,0.0,0.0,0.0,68.0
2022-02-25,2022,2,Tamaulipas,IZZI,IZZI,TV,Información al Consumidor,POLITICA DE CAMBIOS Y DEVOLUCIONES-INFO NO CLARA,CONCILIADA,True,0.0,0.0,0.0,31.0
2022-02-03,2022,2,Estado de México,IZZI,IZZI,TV,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,240.0,240.0,1.0,34.0
2022-02-03,2022,2,Estado de México,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,2190.0,2190.0,1.0,41.0
2022-02-09,2022,2,Estado de México,OTROS,MOTOROLA,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFECTOS DE FABRICACION,DESISTIMIENTO,False,1499.0,0.0,0.0,99.0
2022-02-15,2022,2,Estado de México,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,ERROR DE CALCULO,CONCILIADA,True,225.01,225.01,1.0,93.0
2022-02-24,2022,2,Estado de México,AT&T,AT&T,Telefonía Móvil,Publicidad y Promociones,NO RESPETA GARANTIA DE PRECIO BAJO,CONCILIADA,True,0.0,0.0,0.0,77.0
2022-02-28,2022,2,Estado de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,88.0
2022-02-28,2022,2,Estado de México,MOVISTAR,MOVISTAR,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,88.0
2022-02-28,2022,2,Estado de México,OTROS,FIXIT,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,1900.0,1900.0,1.0,137.0
2022-02-28,2022,2,Estado de México,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,NO CONCILIADA,True,274.0,0.0,0.0,72.0
2022-02-01,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,0.0,0.0,10.0
2022-02-03,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,Atención al Cliente,RESPONSABILIDAD DEL PROVEEDOR POR ACTOS DE SUS DEPENDIENTES,NO CONCILIADA,True,0.0,0.0,0.0,33.0
2022-02-04,2022,2,Coahuila,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,61.0
2022-02-04,2022,2,Coahuila,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,799.0,0.0,102.0
2022-02-09,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,Atención al Cliente,SUSPENSION DE LA PROVISION DEL SERVICIO,CONCILIADA,True,0.0,389.0,0.0,63.0
2022-02-09,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,699.0,0.0,27.0
2022-02-09,2022,2,Coahuila,OTROS,SAMSUNG,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,0.0,0.0,0.0,82.0
2022-02-11,2022,2,Coahuila,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,48.0
2022-02-16,2022,2,Coahuila,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,124.0
2022-02-17,2022,2,Coahuila,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,0.0,0.0,48.0
2022-02-17,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,69.0
2022-02-18,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,74.0
2022-02-23,2022,2,Coahuila,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,0.0,1899.0,0.0,124.0
2022-02-25,2022,2,Coahuila,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,817.0,0.0,17.0
2022-02-03,2022,2,Veracruz,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,878.6,0.0,123.0
2022-02-10,2022,2,Veracruz,TELMEX,TELMEX,Internet,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,0.0,0.0,112.0
2022-02-17,2022,2,Veracruz,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,2249.0,2249.0,1.0,125.0
2022-02-22,2022,2,Veracruz,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,MODIFICACION DEL PRECIO CONVENIDO O PRESUPUESTADO,CONCILIADA,True,0.0,0.0,0.0,128.0
2022-02-24,2022,2,Veracruz,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,0.0,0.0,36.0
2022-02-24,2022,2,Veracruz,OTROS,DISH,TV,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,133.0
2022-02-24,2022,2,Veracruz,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,133.0
2022-02-02,2022,2,Ciudad de México,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,1992.0,1992.0,1.0,43.0
2022-02-03,2022,2,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,NO CONCILIADA,True,0.0,0.0,0.0,82.0
2022-02-09,2022,2,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,CUOTA EXTRAORDINARIA,DESISTIMIENTO,False,0.0,0.0,0.0,56.0
2022-02-09,2022,2,Ciudad de México,OTROS,ZTE,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFECTOS DE FABRICACION,DESISTIMIENTO,False,0.0,0.0,0.0,107.0
2022-02-10,2022,2,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",INCUMPLIMIENTO DE PLAZOS,DESISTIMIENTO,False,0.0,0.0,0.0,123.0
2022-02-17,2022,2,Ciudad de México,OTROS,P. MORAL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,0.0,0.0,0.0,102.0
2022-02-17,2022,2,Ciudad de México,OTROS,XIAOMI,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,2999.0,0.0,0.0,40.0
2022-02-17,2022,2,Ciudad de México,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,2999.0,0.0,0.0,40.0
2022-02-18,2022,2,Ciudad de México,OTROS,P. MORAL,Telefonía Móvil,Contratos y Condiciones,MODIFICACION O RECISION SIN AVISO NI AUTORIZACION,DESISTIMIENTO,False,0.0,0.0,0.0,101.0
2022-02-21,2022,2,Ciudad de México,TELMEX,TELMEX,Internet,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,0.0,0.0,37.0
2022-02-23,2022,2,Ciudad de México,IZZI,IZZI,TV,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,100.0,200.0,2.0,37.0
2022-02-24,2022,2,Ciudad de México,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,34.0
2022-02-01,2022,2,Yucatán,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,85.0
2022-02-11,2022,2,Yucatán,OTROS,MOTOROLA,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,0.0,0.0,0.0,74.0
2022-02-14,2022,2,Yucatán,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,NO CONCILIADA,True,0.0,0.0,0.0,120.0
2022-02-15,2022,2,Yucatán,OTROS,CTDI,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,0.0,800.0,0.0,148.0
2022-02-17,2022,2,Yucatán,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,36.0
2022-02-18,2022,2,Yucatán,OTROS,CTDI,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,0.0,0.0,0.0,61.0
2022-02-18,2022,2,Yucatán,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,399.0,0.0,0.0,132.0
2022-02-22,2022,2,Yucatán,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,69.0
2022-02-23,2022,2,Yucatán,TELMEX,TELMEX,Telefonía Fija,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,42.0
2022-02-24,2022,2,Yucatán,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,27.0
2022-02-08,2022,2,Zacatecas,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,23.0
2022-02-08,2022,2,Zacatecas,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,101.0
2022-02-10,2022,2,Zacatecas,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,99.0
2022-02-23,2022,2,Zacatecas,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,89.0
2022-02-28,2022,2,Zacatecas,OTROS,DISH,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,170.0,0.0,17.0
2022-02-17,2022,2,Chiapas,OTROS,DISH,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,800.0,800.0,1.0,151.0
2022-02-09,2022,2,Estado de México,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RENOVACION,CONCILIADA,True,0.0,0.0,0.0,36.0
2022-02-01,2022,2,Yucatán,OTROS,DISH,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,0.0,0.0,64.0
2022-03-03,2022,3,Aguascalientes,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,47.0
2022-03-07,2022,3,Aguascalientes,IZZI,IZZI,TV,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,CONCILIADA,True,0.0,0.0,0.0,31.0
2022-03-07,2022,3,Aguascalientes,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,24.0
2022-03-08,2022,3,Aguascalientes,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,94.0
2022-03-14,2022,3,Aguascalientes,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,CONCILIADA,True,0.0,0.0,0.0,43.0
2022-03-16,2022,3,Aguascalientes,TOTALPLAY,TOTALPLAY,TV,"Entrega, Cambios y Garantías",PRODUCTO O SERVICIO EQUIVOCADO,DESISTIMIENTO,False,0.0,0.0,0.0,77.0
2022-03-16,2022,3,Aguascalientes,TOTALPLAY,TOTALPLAY,TV,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,0.0,0.0,36.0
2022-03-17,2022,3,Aguascalientes,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",PRODUCTO O SERVICIO EQUIVOCADO,CONCILIADA,True,0.0,0.0,0.0,89.0
2022-03-17,2022,3,Aguascalientes,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,62.0
2022-03-24,2022,3,Aguascalientes,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,35.0
2022-03-24,2022,3,Aguascalientes,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,USO FRAUDULENTO,CONCILIADA,True,0.0,0.0,0.0,92.0
2022-03-18,2022,3,Baja California,IZZI,IZZI,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,20.0
2022-03-18,2022,3,Baja California,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,NO CONCILIADA,True,0.0,0.0,0.0,14.0
2022-03-09,2022,3,Baja California Sur,TELCEL,TELCEL,Telefonía Móvil,Atención al Cliente,SUSPENSION DE LA PROVISION DEL SERVICIO,NO CONCILIADA,True,40.0,0.0,0.0,35.0
2022-03-22,2022,3,Baja California Sur,OTROS,SKY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,1527.0,0.0,0.0,80.0
2022-03-04,2022,3,Campeche,OTROS,P. MORAL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,1399.01,1399.01,1.0,68.0
2022-03-08,2022,3,Campeche,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NO RESPETO ACUERDO PREVIO,CONCILIADA,True,400.0,400.0,1.0,59.0
2022-03-10,2022,3,Campeche,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,54.0
2022-03-11,2022,3,Campeche,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,349.0,349.0,1.0,31.0
2022-03-16,2022,3,Campeche,OTROS,SAMSUNG,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,788.8,788.8,1.0,112.0
2022-03-16,2022,3,Campeche,MOVISTAR,MOVISTAR,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,788.8,788.8,1.0,112.0
2022-03-04,2022,3,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,2229.0,0.0,109.0
2022-03-16,2022,3,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,748.0,0.0,106.0
2022-03-17,2022,3,Ciudad de México,AT&T,AT&T,Telefonía Móvil,Facturación y Pagos,USO FRAUDULENTO,CONCILIADA,True,0.0,1258.81,0.0,104.0
2022-03-24,2022,3,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,DESISTIMIENTO,False,0.0,0.0,0.0,105.0
2022-03-29,2022,3,Ciudad de México,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,DESISTIMIENTO,False,0.0,0.0,0.0,125.0
2022-03-02,2022,3,Chihuahua,OTROS,P. MORAL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,1800.0,0.0,0.0,12.0
2022-03-18,2022,3,Chihuahua,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,0.0,0.0,0.0,13.0
2022-03-30,2022,3,Chihuahua,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A CAMBIO O DEVOLUCION,CONCILIADA,True,0.0,1167.0,0.0,9.0
2022-03-15,2022,3,Chihuahua,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,0.0,1484.0,0.0,57.0
2022-03-17,2022,3,Chihuahua,OTROS,LG,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,0.0,0.0,0.0,120.0
2022-03-17,2022,3,Chihuahua,TELCEL,TELCEL,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,DESISTIMIENTO,False,0.0,0.0,0.0,120.0
2022-03-24,2022,3,Chihuahua,OTROS,P. FISICA,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,NO CONCILIADA,True,0.0,0.0,0.0,120.0
2022-03-25,2022,3,Chihuahua,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,PRODUCTO O SERVICIO NO SOLICITADO O AUTORIZADO,CONCILIADA,True,0.0,0.0,0.0,67.0
2022-03-29,2022,3,Chihuahua,OTROS,P. FISICA,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,1700.0,0.0,108.0
2022-03-29,2022,3,Chihuahua,TOTALPLAY,TOTALPLAY,Internet,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,142.0
2022-03-30,2022,3,Chihuahua,TOTALPLAY,TOTALPLAY,Internet,Contratos y Condiciones,NEGATIVA A LA RESCISION,DESISTIMIENTO,False,0.0,0.0,0.0,141.0
2022-03-01,2022,3,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,599.0,599.0,1.0,37.0
2022-03-02,2022,3,Chiapas,TOTALPLAY,TOTALPLAY,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,857.83,857.83,1.0,112.0
2022-03-02,2022,3,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,NO CONCILIADA,True,1101.0,0.0,0.0,89.0
2022-03-03,2022,3,Chiapas,OTROS,DISH,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,250.0,250.0,1.0,46.0
2022-03-04,2022,3,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,NO CONCILIADA,True,860.0,0.0,0.0,38.0
2022-03-10,2022,3,Chiapas,MOVISTAR,MOVISTAR,Telefonía Móvil,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,NO CONCILIADA,True,10.0,0.0,0.0,113.0
2022-03-18,2022,3,Chiapas,TOTALPLAY,TOTALPLAY,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,579.0,579.0,1.0,45.0
2022-03-18,2022,3,Chiapas,TOTALPLAY,TOTALPLAY,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,600.0,600.0,1.0,98.0
2022-03-30,2022,3,Chiapas,TELCEL,TELCEL,Telefonía Móvil,Contratos y Condiciones,NEGATIVA A LA RENOVACION,CONCILIADA,True,885.0,885.0,1.0,37.0
2022-03-30,2022,3,Chiapas,TOTALPLAY,TOTALPLAY,TV,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,408.0,408.0,1.0,30.0
2022-03-16,2022,3,Ciudad de México,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,404.68,0.0,91.0
2022-03-01,2022,3,Durango,IZZI,IZZI,TV,Publicidad y Promociones,"PLAZOS, CANTIDADES, CONDICIONES",CONCILIADA,True,0.0,0.0,0.0,8.0
2022-03-24,2022,3,Durango,MEGACABLE,MEGACABLE,TV,"Entrega, Cambios y Garantías",DEFICIENCIA EN LA REPARACION,CONCILIADA,True,0.0,0.0,0.0,13.0
2022-03-30,2022,3,Durango,MEGACABLE,MEGACABLE,TV,Facturación y Pagos,CUOTA EXTRAORDINARIA,DESISTIMIENTO,False,0.0,0.0,0.0,154.0
2022-03-04,2022,3,Guerrero,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,996.0,996.0,1.0,38.0
2022-03-11,2022,3,Guerrero,OTROS,SKY,TV,Facturación y Pagos,CUOTA EXTRAORDINARIA,CONCILIADA,True,0.0,0.0,0.0,41.0
2022-03-14,2022,3,Guerrero,OTROS,P. MORAL,Telefonía Móvil,"Entrega, Cambios y Garantías",DEFECTOS DE FABRICACION,DESISTIMIENTO,False,1450.0,0.0,0.0,115.0
2022-03-16,2022,3,Guerrero,OTROS,SKY,TV,"Entrega, Cambios y Garantías",INCUMPLIMIENTO DE PLAZOS,CONCILIADA,True,224.0,224.0,1.0,43.0
2022-03-29,2022,3,Guerrero,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,0.0,0.0,0.0,31.0
2022-03-02,2022,3,Guanajuato,TELMEX,TELMEX,Internet,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,349.0,349.0,1.0,26.0
2022-03-03,2022,3,Guanajuato,TELMEX,TELMEX,Telefonía Fija,"Entrega, Cambios y Garantías",NEGATIVA A LA ENTREGA,CONCILIADA,True,0.0,1048.0,0.0,20.0
2022-03-07,2022,3,Guanajuato,TELMEX,TELMEX,Telefonía Fija,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,349.0,349.0,1.0,31.0
2022-03-10,2022,3,Guanajuato,TELCEL,TELCEL,Internet,Facturación y Pagos,NEGATIVA A CORREGIR ERRORES,CONCILIADA,True,2096.0,1672.0,0.7977099236641222,46.0
2022-03-11,2022,3,Guanajuato,OTROS,DISH,TV,Contratos y Condiciones,NEGATIVA A LA RESCISION,CONCILIADA,True,450.0,250.0,0.5555555555555556,151.0
2022-03-14,2022,3,Guanajuato,AT&T,AT&T,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,2348.0,1174.0,0.5,50.0
2022-03-14,2022,3,Guanajuato,OTROS,CT MEXICO,Telefonía Móvil,"Entrega, Cambios y Garantías",NEGATIVA A HACERLA EFECTIVA,CONCILIADA,True,2348.0,1174.0,0.5,50.0
