proveedor_top,usuarios_totales,quejas_por_100k,tasa_conciliacion,mediana_dias_resolucion,promedio_monto_reclamado,promedio_porcentaje_recuperado
AT&T,42184165,4.515912546805182,0.537007874015748,28.0,139.48657742782152,0.06581362874544956
IZZI,15489758,17.915063618166275,0.6825225225225225,32.0,116.90691171171171,0.12447661882103912
MEGACABLE,12009829,27.460840616465067,0.7656155245603395,21.0,94.55344754396604,0.20172722049111982
MOVISTAR,31934419,8.100977193291039,0.6331658291457286,33.0,121.76975647468109,0.12207569063142067
TELCEL,162420073,4.347984746934574,0.6176720475785896,26.0,149.55996955536673,0.15241385629494086
TELMEX,19510076,8.021496174592041,0.802555910543131,56.0,232.12046645367414,0.1913498111391038
TOTALPLAY,12241992,21.499768991843812,0.6937689969604863,27.0,111.77814969604864,0.16077052237544254
