proveedor_top,PC1,PC2,varianza_explicada_PC1,varianza_explicada_PC2
AT&T,-2.4541841198655616,0.3378034129200143,0.44186732143229696,0.3878509713082727
IZZI,0.10961624154374004,-0.6869733116484729,0.44186732143229696,0.3878509713082727
MEGACABLE,1.7233502201671482,-2.2066398759914945,0.44186732143229696,0.3878509713082727
MOVISTAR,-0.7761368977615816,0.08095626259159307,0.44186732143229696,0.3878509713082727
TELCEL,-1.6625057913471786,0.83123832231355,0.44186732143229696,0.3878509713082727
TELMEX,2.397619473291566,2.917778881078043,0.44186732143229696,0.3878509713082727
TOTALPLAY,0.6622408739718684,-1.2741636912632317,0.44186732143229696,0.3878509713082727
