proveedor_top,Dim1,Dim2
AT&T,-1.2503519811992991,-2.475432104564711
IZZI,0.5962637557783766,-0.380570789170253
MEGACABLE,2.914877914587024,0.07699894336642127
MOVISTAR,-0.4383014917125669,-0.8174314391775681
TELCEL,-2.7718242991386646,-0.07095443832844081
TELMEX,-0.4563162666282534,3.7631570703900343
TOTALPLAY,1.4056523683133832,-0.09576724251548233
