proveedor_top,AT&T,IZZI,MEGACABLE,MOVISTAR,TELCEL,TELMEX,TOTALPLAY
AT&T,0.0,6.142761430917929,10.953441566836222,3.987561719181623,5.831621994201511,11.84090197325426,7.448975755413894
IZZI,6.142761430917929,0.0,5.571055761149291,2.3452936180440553,7.3107653600693165,9.275620200110765,2.0665899497269615
MEGACABLE,10.953441566836222,5.571055761149291,0.0,7.916349379193345,10.438944784649738,9.742250833917428,3.504465811422329
MOVISTAR,3.987561719181623,2.3452936180440553,7.916349379193345,0.0,5.267486512132346,8.718188134404919,4.411883567771016
TELCEL,5.831621994201511,7.3107653600693165,10.438944784649738,5.267486512132346,0.0,11.225542755270379,7.12457287953516
TELMEX,11.84090197325426,9.275620200110765,9.742250833917428,8.718188134404919,11.225542755270379,0.0,9.381397413797515
TOTALPLAY,7.448975755413894,2.0665899497269615,3.504465811422329,4.411883567771016,7.12457287953516,9.381397413797515,0.0
