proveedor_top,usuarios_totales,quejas_por_100k,tasa_conciliacion,mediana_dias_resolucion,promedio_monto_reclamado,promedio_porcentaje_recuperado
AT&T,-0.0014279891279375407,-1.0173677998955009,-1.6624567961286014,-0.36660967645065873,0.03489753063982887,-1.857740618544102
IZZI,-0.5338664481521047,0.5664000818319485,0.07746251849510463,0.013578136164839162,-0.5042432902616685,-0.4904334765184906
MEGACABLE,-0.6032760452363745,1.6947025343919198,1.0710059221266226,-1.03193834852778,-1.037983035256749,1.3101106016673407
MOVISTAR,-0.20586628085058645,-0.5936163091643716,-0.5126956888983295,0.10862508931871363,-0.3881318229624284,-0.5463939084181587
TELCEL,2.3967605743000315,-1.0372167182685965,-0.6979549056291511,-0.5567035827584077,0.275422654846278,0.16072297284269565
TELMEX,-0.4536784177265881,-0.6030108957282548,1.5127022854870538,2.2947050118578267,2.2467420991386446,1.0682356835213056
TOTALPLAY,-0.5986453932064407,0.9901091068328562,0.21193666454730758,-0.4616566296045332,-0.6267041361439079,0.35549874544941235
